sku_id,country_name,retailer,breadcrumbs,breadcrumbs_t,name,name_t,pack_size,pack_size_t,description_short,description_t_short,resnet50_labels_005,resnet50_labels_06,price,label
1700018,India,bigbasket,"[""gourmet world food"",""chocolates biscuits"",""luxury chocolates gifts""]","[""gourmet world food"",""chocolates biscuits"",""luxury chocolates gifts""]","Dry Fruits Gift Box - Premium, PP305","Dry Fruits Gift Box - Premium, PP305",600 g,600 g,"happilo has travelled the world to get the finest gourmet dry fruits, dried fruits, nuts, berries and dates, 100% natural and authentic. indulge into the gourmet & grocery world of happilo with awesom","happilo has travelled the world to get the finest gourmet dry fruits, dried fruits, nuts, berries and dates, 100% natural and authentic. indulge into the gourmet & grocery world of happilo with awesom",,,15.564336343321441,OUT OF SCOPE
91040014,India,bigbasket,"[""beauty hygiene"",""skin care"",""face care""]","[""beauty hygiene"",""skin care"",""face care""]",Gold Facial Kit & Insta Glow Bleach Combo,Gold Facial Kit & Insta Glow Bleach Combo,90 g,90 g,"gold, this precious yellow metal has been well loved by women over centuries. the anti-ageing benefits of gold can be traced back 5,000 years to cleopatra, who was said to sleep in a gold face mask ev","gold, this precious yellow metal has been well loved by women over centuries. the anti-ageing benefits of gold can be traced back 5,000 years to cleopatra, who was said to sleep in a gold face mask ev",,,4.1063355458975721,OUT OF SCOPE
872614,India,bigbasket,"[""fruits vegetables"",""herbs seasonings"",""lemon ginger garlic""]","[""fruits vegetables"",""herbs seasonings"",""lemon ginger garlic""]",Garlic & Ginger 250 gm Each,Garlic & Ginger 250 gm Each,Combo,Combo,2 items,2 items,,,0.50335726046486362,OUT OF SCOPE
30606008,India,HomeShop18,"[""HomeShop18"",""Gifts and Flowers"",""Festivals"",""Mothers Day Gifts""]","[""HomeShop18"",""Gifts and Flowers"",""Festivals"",""Mothers Day Gifts""]",MeSleep Keep Calm Get Mom Velvet Mother's Day Pillow Cove...,MeSleep Keep Calm Get Mom Velvet Mother's Day Pillow Cove...,,,general brand mesleep type pillow pillow details colour yellow shell material polyester filling material fibre filling grade 150 gsm physical measurements dimensions 9 x 20 in weight 280 g additional ,general brand mesleep type pillow pillow details colour yellow shell material polyester filling material fibre filling grade 150 gsm physical measurements dimensions 9 x 20 in weight 280 g additional ,packet~safety_pin,,7.1397253523831976,OUT OF SCOPE
20229981,India,mymorestore,"[""Food & Beverages"",""Tea & Coffee"",""Coffee""]","[""Food & Beverages"",""Tea & Coffee"",""Coffee""]",Davidoff Rich Aroma Instant Coffee,Davidoff Rich Aroma Instant Coffee,100 g,100 g,,,can_opener,,7.285434033044079,OUT OF SCOPE
13803640,India,LuLu Webstore,"[""Food Cupboard"",""Beverages"",""Water""]","[""Food Cupboard"",""Beverages"",""Water""]",Himalayan Mineral Water 200ml,Himalayan Mineral Water 200ml,200 Ml,200 Ml,mineral water zero cholesterol,mineral water zero cholesterol,face_powder~hair_spray~lotion~nipple~water_bottle,,0.22518614283954427,OUT OF SCOPE
76462897,India,HealthKart.com,"[""Home"",""Brands""]","[""Home"",""Brands""]",Morpheme Remedies Bitter Melon (500 mg),Morpheme Remedies Bitter Melon (500 mg),,,,,,,27.830358006228384,OUT OF SCOPE
50656949,India,Apollo Pharmacy,"[""Home"",""PHARMA"",""DIABETICS"",""ORAL ANTIDIABETIC""]","[""Home"",""PHARMA"",""DIABETICS"",""ORAL ANTIDIABETIC""]",PIO Q 15MG TABLET,PIO Q 15MG TABLET,,,,,doormat~pick~web_site,,0.49011101676841989,OUT OF SCOPE
55799660,India,Apollo Pharmacy,"[""PHARMA"",""INFECTIONS & INFESTATION"",""ANTI MALARIALS""]","[""PHARMA"",""INFECTIONS & INFESTATION"",""ANTI MALARIALS""]",REZ Q 300MG INJECTION 2ML,REZ Q 300MG INJECTION 2ML,,,,,can_opener~corkscrew~loupe~nail~trombone,,3.4903852140129361,OUT OF SCOPE
56718376,India,Apollo Pharmacy,"[""PHARMA"",""GASTRO ENTROLOGY"",""LAXATIVES & PURGATIVES""]","[""PHARMA"",""GASTRO ENTROLOGY"",""LAXATIVES & PURGATIVES""]",LACOSET 200MG TABLET 30'S,LACOSET 200MG TABLET 30'S,Pack : 1,Pack : 1,,,doormat~loudspeaker~pick,,2.7154799577709752,OUT OF SCOPE
55758051,India,Apollo Pharmacy,"[""PHARMA"",""SKIN DISORDERS"",""ACNE""]","[""PHARMA"",""SKIN DISORDERS"",""ACNE""]",ARET 0.05% GEL 15GM,ARET 0.05% GEL 15GM,,,,,envelope,,1.019960764626171,OUT OF SCOPE
49161511,India,Apollo Pharmacy,"[""Home"",""PHARMA"",""GASTRO ENTROLOGY"",""DIGESTIVE ENZYMES""]","[""Home"",""PHARMA"",""GASTRO ENTROLOGY"",""DIGESTIVE ENZYMES""]",DIAPEPSIN SYRUP 200ML,DIAPEPSIN SYRUP 200ML,,,,,beaker~can_opener~cocktail_shaker~soap_dispenser~water_bottle~whiskey_jug,,0.99346827723328357,OUT OF SCOPE
61146433,India,Apollo Pharmacy,"[""Home"",""MEDICINES"",""SKIN DISORDERS"",""TOPICAL STEROID PREPARATIONS""]","[""Home"",""MEDICINES"",""SKIN DISORDERS"",""TOPICAL STEROID PREPARATIONS""]",BETGENTA OINTMENT,BETGENTA OINTMENT,,,,,can_opener~cleaver~cocktail_shaker~hair_spray~harmonica~lipstick,,1.3180012477961562,OUT OF SCOPE
245947169,Italy,QVC,"[""products-content"",""spedizione-gratuita""]","[""products-content"",""shipment-free""]",Galieti Sneaker flatform in pelle con perle e zeppa 6cm,Galieti Sneaker flatform in leather with pearls and wedge 6cm,36,36,"galieti, sneaker flatform in pelle con chiusura a tre lacci con velcro. sulla parte frontale presenta una decorazione con perle. una scelta di carattere per uno stile casual che ti distingue. vestibil","galieti, sneaker flatform in leather with closing a three laces with velcro. on the front presents one decoration with perle. a choice of character for a casual style what is distinguishes. fit regola",bathtub~clog~cuirass~iron~pencil_sharpener~tub,,112.972176,OUT OF SCOPE
215220728,Italy,Tigros,"[""Yogurt e dessert"",""Yogurt bianco"",""Greco""]","[""yogurt and desserts"",""white yogurt"",""Greco""]",YOGURT GRECO BIANCO 0%,greek yogurt BIANCO 0%,GR.150,GR.150,yogurt colato magro bianco 0% di grassi conservare in frigorifero tra +2 °c e +4 °c.,melted yogurt thin white 0% of fat keep in the fridge among +2 degthere is +4 degc.,bucket~pill_bottle~water_bottle~water_jug,,0.779976,Plain Yoghurt
93304614,Italy,amazon,"[""Bellezza"",""Cura della pelle"",""Prodotti trattamento occhi"",""Cerotti""]","[""beauty"",""skin care"",""products eye treatment"",""patches""]","Comesee Eye Massager, Ionic Eyes Facial Massager Wand Dark Circle Remover Elimina Le Borse gonfie","Comesee Eye Massager, Ionic Eyes Facial Massager Wand Dark Circle Remover delete them bags gonfie",,,"machen sie ihren augen augen erneuert und jüngern --- dieses augenmassagegerät stellt eine professionelle schönheitsbehandlung wieder her, indem es die wärme mit zarten pulsationen kombiniert. es ","machen yes is ihren augen augen erneuert und jungern --- dieses augenmassagegerat stellt eine professionelle schonheitsbehandlung wieder her, indem es die warme mit zarten pulsationen kombiniert. es e",bikini~brassiere~gown~hand_blower,,40.683096000000006,OUT OF SCOPE
274898999,Italy,amazon,"[""Salute e cura della persona"",""Pulizia e cura della casa"",""Rotoli di carta da cucina, carta igienica e fazzoletti""]","[""health and care of person"",""cleaning and care of home"",""rolls of kitchen paper, toilet paper e tissues""]",Yarnow Porta Rotolo di Carta Igienica Vintage Porta Carta Igienica Porta Rotolo di Carta Igienica per Cucina E Dispensa Bagno,Yarnow paper roll holder toilet Vintage toilet paper holder paper roll holder toilet for kitchen and food storage bathroom,,,,,drum,drum,44.797752,OUT OF SCOPE
87517393,Italy,amazon,"[""Prima infanzia"",""Igiene e benessere"",""Bagnetto"",""Bagnoschiuma""]","[""early childhood"",""hygiene e welfare"",""bath"",""gel douche""]",AA-SS-X Vasca per Bambini può sedersi bugia Bagnetto Pieghevole Universale Neonati Grandi Bambini Vasca da Bagno Prodotti per Bambini,AA-SS-X tub for children can he sit bugia bath folding universal baby great children bathtub bathroom products for children,,,★ vasca dalla forma ergonomica ★ fornisce ottime posizioni di supporto ★ realizzato con materiali di alta qualità per adattarsi al tuo arredo bagno ★ esperienza rilassante e piacevole per tutti i sog,★ tub from the form ergonomic ★ it provides excellent positions of support ★ made with high quality materials to adapt to the your furniture bathroom ★ experience relaxing and nice for all the subject,bathtub~loupe~plate_rack~tub,,96.683112000000008,OUT OF SCOPE
95297067,Italy,amazon,"[""Bellezza"",""Fragranze e profumi"",""Donna"",""Acqua di Colonia""]","[""beauty"",""fragrances e scents"",""woman"",""cologne""]","White spalle Evyan 4,5 Once EDC Splash da donna","White shoulders Evyan 4,5 ounces EDC Splash women's",,,,,perfume,perfume,39.948336000000005,Women's Fragrances
111749621,Italy,amazon,"[""Elettronica"",""Cellulari e accessori"",""Accessori"",""Custodie e cover""]","[""electronics"",""cell phones and accessories"",""accessories"",""cases and covers""]","DasKAn Custodia per iPhone XS Max,Elegante Serie di Fiori Stampa Cristallo Cover AntiGraffio Trasparente Flessibile Slim Fit Morbido TPU Silicone Custodia per iPhone XS Max,Mezzo Mandala","DasKAn iphone case XS Max,elegant series of flowers press crystal Cover scratchproof transparent flexible Slim Fit soft tpu silicone case for iPhone XS Max,half Mandala",,,clicca qui per verificare la compatibilità di questo prodotto con il tuo modello [modello compatibile]: bella cellulare custodia specificamente progettato per iphone xs max (6.5 pollici) [premium mat,click here to check compatibility of this product with yours template [compatible model]: pretty cellular custody particularly designed for iphone xs max (6.5 inch) [premium material]: made of high qu,binder~envelope~lighter~paper_towel,,5.640696,OUT OF SCOPE
94342967,Italy,amazon,"[""Bellezza"",""Cura della pelle"",""Viso"",""Maschere"",""Maschere idratanti e antietà""]","[""beauty"",""skin care"",""face"",""masks"",""masks moisturizers and anti age""]",Project E Beauty3 colori Photon LED rosso giallo blu della pelle dispositivo di ringiovanimento rughe fototerapia IPL bellezza,project and beauty3 colors Photon LED red yellow blue of the skin device of rejuvenation wrinkles phototherapy IPL beauty,,,"ridurre e prevenire le rughe, aiuta a combattere zone adipose uccidere i batteri, virus, stimolano la circolazione, eliminare l'acne, brufoli migliorare l'elasticità della pelle inibire la formazione","reduce and prevent them wrinkles, helps fight zones adipose kill the bacteria, virus, stimulate the circulation, delete l'acne, pimples improve l'elasticity of the skin inhibit the formation of pigmen",hand_blower~nail~spotlight,,76.053312,OUT OF SCOPE
167263419,Italy,amazon,"[""Prodotti per animali domestici"",""Cani"",""Antiparassitari"",""Pettini antipulci""]","[""products for pets"",""dogs"",""pesticides"",""scallops antipulci""]","Pettine per cani a doppia fila Pettine per cani in acciaio inossidabile Pettine per grooming professionale per gatti e cani Rimozione di pelliccia, nodi e grovigli,Blue","comb for dogs a double row comb for dogs in stainless steel comb for grooming professional for cats and dogs removal of fur, nodes e tangles,Blue",,,"specifica: lunghezza totale: 20 * 8 cm / 7,87 * 3,15 pollici; materiale: abs di protezione dell'ambiente; colore: blu, rosa; adottando il materiale in silicone morbido, è la protezione dell'ambiente ","specific: total length: 20 * 8 cm / 7,87 * 3,15 inch; material: abs of protection dell'environment; color: blue, pink; adopting the material in soft silicone, and the protection of the'environment .. ",assault_rifle~can_opener~cleaver~hatchet~letter_opener~loupe~scabbard~shovel,,19.205496,OUT OF SCOPE
179787805,Italy,amazon,"[""Alimentari e cura della casa"",""Frutta e verdura secca"",""Noci e semi"",""Semi di chia""]","[""food and care of home"",""dried fruits and vegetables"",""nuts and seeds"",""chia seeds""]","SANHOC Semi pacchetto: 25 x ""Regina della Notte"" Black Seeds - UK P & PSEED libero","sanhoc seeds package: 25 x ""queen of the night"" Black Seeds - UK P & PSEED libero",,,"sementi importate: 1 set di pacchetto questo tipo di coltivazione ã¨ molto facile 25 x ""regina della notte"" black seeds - uk p & pseed libero stiamo vendendo semi only. image ã¨ indicativo","imported seeds: 1 package set this type of cultivation to"" very easy 25 x ""queen of the night"" black seeds - uk p & pseed libero we are selling seeds only. image to"" indicative",banana~cockroach~ground_beetle~leaf_beetle,,10.083168,OUT OF SCOPE
95964714,Italy,amazon,"[""Prodotti per animali domestici"",""Gatti"",""Accessori per toilette"",""Shampoo e balsamo"",""Balsamo""]","[""products for pets"",""cats"",""toilet accessories"",""shampoo and conditioner"",""balm""]","Pet Diesel Organic shampoo e balsamo per animali domestici: Neem Extract 481,9 gram. Free bonus Bottle – Pet Stain & Odor Remover spray – con agrumi e Tea Tree oli- 113,4 gram by 100% garantito","Pet Diesel Organic shampoo and conditioner for pets: Neem Extract 481,9 gram. Free bonus Bottle - Pet Stain & Odor Remover sprays - with citrus fruit e Tea Tree oils- 113,4 gram by 100% guaranteed",,,"free bonus bottiglia di $ 15.00 value: pet stain & odor remover spray da pet diesel – best organic enzima pulitore per pet eliminazione degli odori e macchie di cane, gatto urine smacchiante – ideale ","free bonus bottle of $ 15.00 value: pet stain & odor remover spray from pet diesel - best organic enzyme cleaner for pet elimination of the smells and stains of dog, cat urine spotting - ideal for wid",face_powder~lotion~perfume~soap_dispenser~sunscreen,lotion,65.382336000000009,OUT OF SCOPE
84978725,Italy,amazon,"[""Bellezza"",""Cura della pelle"",""Corpo"",""Idratanti"",""Burri per il corpo""]","[""beauty"",""skin care"",""body"",""moisturizers"",""butters for the body""]",Five Star Fragrances Eau de Royal Secret – Olio da bagno,Five Star Fragrances Eau de Royal Secret - bath oil,,,tutte le nostre fragranze sono 100% originali da loro designer originale. non vendiamo qualsiasi imitazioni o imitazioni. eau de royal secret by five star fragrance co. for women – oz bath oil offriam,all ours fragrances i'm 100% original them from designer original. not vendiamo any imitazioni either imitazioni. eau de royal secret by five star fragrance co. for women - oz bath oil offer lot of gr,perfume,perfume,67.586616,Women's Fragrances
137997005,Italy,amazon,"[""Igiene dentale"",""Igiene dentale dei bambini"",""Spazzolini da denti"",""Spazzolini da denti elettrici e accessori"",""Testine di ricambio per spazzolini""]","[""dental care"",""dental hygiene of children"",""toothbrush"",""electric toothbrushes and accessories"",""replacement heads for brushes""]",SCHOLIEBEN Prodotti del Sesso dell'Acciaio Inossidabile della Spina di estremità della Spina Anale della Coda di Coniglio di Piccola Dimensione del Metallo,SCHOLIEBEN products of the sex dell'stainless steel della plug of ends of the plug anal of the tail of rabbit by small dimension of the metal,,,"spermicidi sculacciare masturbatori vibranti latex ,stimolatori contraccezione erotico erotici kit fallici per massaggi di pelle insoliti anelli aste riscaldanti cateteri sonde uretrali giocattoli cap","spermicidi sculacciare masturbatory vibratory latex ,stimulatory contraception erotic erotic kits phallic for massages leather made unusual rings auctions heating cateteri probes uretrali toys capezzo",hair_slide~necklace,necklace,6.940656,OUT OF SCOPE
179738399,Italy,amazon,"[""Alimentari e cura della casa"",""Frutta e verdura secca"",""Noci e semi"",""Semi di canapa""]","[""food and care of home"",""dried fruits and vegetables"",""nuts and seeds"",""hemp seeds""]",SANHOC Semi Pacchetto: Sweet Pea - Mrs R Bolton - 50 SeedsSEED,sanhoc seeds package: Sweet Pea - Mrs R Bolton - 50 SeedsSEED,,,sementi importate: 1 set di pacchetto questo tipo di coltivazione ã¨ molto facile sweet pea - mrs r bolton - 50 seedsseed stiamo vendendo semi only. image ã¨ indicativo,"imported seeds: 1 package set this type of cultivation to"" very easy sweet pea - mrs r bolton - 50 seedsseed we are selling seeds only. image to"" indicative",bee~cabbage_butterfly~pot~sulphur_butterfly,,10.11708,OUT OF SCOPE
136932457,Italy,amazon,"[""Salute e cura della persona"",""Igiene dentale"",""Spazzolini da denti e accessori""]","[""health and care of person"",""dental care"",""toothbrushes and accessories""]",WUHX Spazzolino da Denti Elettrico per Adulti LCD Carica Magnetica IPX7 Impermeabile con Timer Intelligente Carica 12 Ore Minimo 21 Giorni Uso con 4 Pezzi Teste sostitutive 3 modalità opzionali,WUHX electric toothbrush for adults LCD charge magnetic IPX7 waterproof with smart timer charge 12 hours minimum 21 days use with 4 pieces heads replacement 3 modality optional,,,,,beer_bottle~pop_bottle~red_wine~wine_bottle,,76.482864,OUT OF SCOPE
201659777,Italy,amazon,"[""Alimentari e cura della casa"",""Frutta e verdura secca"",""Noci e semi"",""Semi di melone""]","[""food and care of home"",""dried fruits and vegetables"",""nuts and seeds"",""melon seeds""]",SANHOC Semi Pacchetto: Galia Melon (25 semi) dolce di questa stagione del raccolto,sanhoc seeds package: Galia Melon (25 seeds) sweet of this season of the harvest,,,"nous ne vendons que des graines, image donnãe pour rãfãrence seulement galia melon (25 semi) dolce di questa stagione del raccolto ce genre de culture est trã¨s facile semence importãe: 1 jeu d'e","nous ne vendons que des graines, image donnae pour rafarence seulement galia melon (25 seeds) sweet of this season of the harvest ce genre de culture east tra""s easy semence importae: 1 jeu d'emballag",baseball~bolete~croquet_ball~stinkhorn,,10.603152000000001,OUT OF SCOPE
179737236,Italy,amazon,"[""Bellezza"",""Cura della pelle"",""Viso"",""Tonici e astringenti per il viso""]","[""beauty"",""skin care"",""face"",""tonic and astringents for the face""]",Rādio Frěqūēncy Vibrazione Occhio Massaggiatore 42 ° Temperatura costante Ringiovanimento Terapia della luce Stringere Controllo della pelle Acne Dissolvenza Cerchi scuri Occhi gonfi Occhi sottili Rid,Radio Frequency vibration eye massage therapist 42 deg constant temperature rejuvenation therapy of the light tighten control of the skin Acne fade dark circles puffy eyes eyes thin Rid,,,"❤ micro cūrrent e rassodamento della pelle: il massaggiatore oculare adotta una tecnologia microscopica, progettata appositamente per rassodare e rassodare la pelle, ti consente di difendere l'invecc","❤ micro current and firming of the skin: the masseur eye adopts a technology microscopica, designed specially for firming and firm the skin, lets you stick up for l'aging and to eliminate the relaxati",cocktail_shaker~hair_spray~hand_blower~lotion~sunscreen,,62.183304,OUT OF SCOPE
87516663,Italy,amazon,"[""Bellezza"",""Cura della pelle"",""Corpo"",""Talchi""]","[""beauty"",""skin care"",""body"",""Talchi""]",Yardley – English rosa – Talco Profumato alla rosa – 200 g,Yardley - English pink - talc perfumed with pink - 200 g,,,"yardley english rose by yardley of london for women perfumed talc, 7 ounce ea","yardley english roses by yardley of london for women perfumed talc, 7 ounce ea",face_powder~lotion~soap_dispenser~sunscreen,,16.424712,Women's Fragrances
96479831,Italy,amazon,"[""Bellezza"",""Cura dei capelli"",""Accessori styling capelli"",""Extension, parrucche e accessori""]","[""beauty"",""hair care"",""hair styling accessories"",""Extension, wigs and accessories""]","Jacques Bogart Signature Eau de Toilette spray, 90 ml","Jacques Bogart Signature Eau de Toilette sprays, 90 ml",,,fragranza da uomo fragrance from the designer house of jacques bogart adatto per il giorno o di notte indossare,fragrance for men fragrance from the designer house of jacques bogart suitable for the day you hate night to wear,lighter~perfume,lighter,25.422696,Men's Fragrances
219434940,Italy,amazon,"[""Prodotti per animali domestici"",""Cani"",""Accessori per la cura e la salute"",""Cura di anche e articolazioni""]","[""products for pets"",""dogs"",""care accessories and health"",""care of even and joints""]","Protettore articolazione garretto, resistente all'usura e durevole confortevole morbido animale domestico gamba posteriore fasciatura lesione con design riutilizzabile lavabile e gancio per cane(L-#3)","protector articulation garretto, resistant to all'wear and durable comfortable soft pet back leg bandage lesione with design reusable washable and hook for dog(L-#3)",,,"questo protettore dell'articolazione del garretto è ottimo per avvolgere la zampa del cane per coprire le ferite. ridurre la flessione del ginocchio durante l'infortunio, utile per curare l'infortuni","this protector dell'articulation del garretto it's great for wrap the paw of the dog for cover the wounds. reduce the flessione del knee during the'infortunio, useful for treat l'infortunio due to'phy",Welsh_springer_spaniel~basset~beagle~cocker_spaniel,,11.179656000000001,OUT OF SCOPE
91936610,Italy,amazon,"[""Prodotti per animali domestici"",""Piccoli animali"",""Toelettatura"",""Deodoranti""]","[""products for pets"",""little animals"",""grooming"",""deodorants""]","Fragranza per purificatore d'aria - CareforAir Essenza Anti Pelo d'Animale 100ml - Rimuove il Pelo Nell'Aria - Fantastico Aroma Fruttato - Rimuove l'Odore di Animali - Ottimo per Gente con Animali - Cani, Criceti, Pappagalli - Ottimo per Gente con Animali Esotici Come - Previene le Allergie causate dagli Animali - Contiene la Formula MicrobeShield che è un Potente Depuratore, Disinfettante e Deodorante - USARE IN RIVITALIZZATORI, UMIDIFICATORI - Garanzia 100% Soddisfatti o Rimborsati","fragrance for purifier d'air - CareforAir essence Anti hair d'animal 100ml - remove the hair Nell'air - fantastic fruity aroma - removes l'smell of animals - great for Gente with animals - dogs, hamsters, parrots - great for Gente with animals exotic how - prevents them allergies caused by animals - contains the Formula MicrobeShield that is a powerful cleaner, disinfectant e deodorant - use in RIVITALIZZATORI, humidifiers - warranty 100% money back guarantee",,,solubile in acqua essenza per vitalizzatori/purificatori d'aria/deodoranti utilizzato in combinazione con ogni purificatore d'aria - raccomandato purificatore d'aria arcobaleno breezer da careforair a,soluble in water essence for vitalizzatori/purifiers d'air/deodorants used in combination with every purifier d'air - recommended purifier d'air rainbow breezer since careforair specially formulated m,lotion~sunscreen,sunscreen,16.944696,OUT OF SCOPE
88632766,Italy,amazon,"[""Bellezza"",""Manicure e pedicure"",""Prodotti per la cura delle unghie""]","[""beauty"",""mani pedi"",""care products of the nails""]","Vitry reparierender Bitter smalto per unghie, 10 ML","Vitry reparierender Bitter nial polish, 10 ML",,,,,hair_spray~lotion~sunscreen,,11.07792,OUT OF SCOPE
87591753,Italy,amazon,"[""Salute e cura della persona"",""Alimentazione e nutrizione"",""Barrette e bibite nutrizionali"",""Bibite e frullati nutrizionali""]","[""health and care of person"",""nutrition and nutrition"",""nutritional bars and drinks"",""drinks and shakes nutritional""]",Happy Kombucha Dehydrated Milk kefir basic starter kit by Happy Kombucha,Happy Kombucha Dehydrated Milk kefir basic starter kits by Happy Kombucha,,,happy kombucha dehydrated milk kefir basic starter kit,happy kombucha dehydrated milk kefir basic starter kits,cauliflower~corn~mashed_potato~plate~spaghetti_squash,,36.715392,OUT OF SCOPE
263467099,Italy,amazon,"[""Bellezza"",""Cura della pelle"",""Prodotti trattamento occhi"",""Maschere refrigeranti""]","[""beauty"",""skin care"",""products eye treatment"",""masks refrigeranti""]",Sleep Eye Mask Camp Sky Northern Lights Soft Blindfold Adjustable Head Strap Eyeshade Travel Eyepatch,Sleep Eye Mask Camp Sky Northern Lights Soft Blindfold Adjustable Head Strap Eyeshade Travel Eyepatch,,,,,gasmask~muzzle~oxygen_mask,oxygen_mask,22.0428,OUT OF SCOPE
276764510,Italy,amazon,"[""Bellezza"",""Trucco"",""Occhi"",""Mascara""]","[""beauty"",""makeup"",""eyes"",""Mascara""]",10 pennelli usa e getta per ciglia mascara.,10 brushes disposable for eyelashes mascara.,,,,,cocktail_shaker~lighter~soap_dispenser,,7.257168,OUT OF SCOPE
88179632,Italy,amazon,"[""Prodotti per animali domestici"",""Cani"",""Lettiere e accessori"",""Antiodori e smacchiatori""]","[""products for pets"",""dogs"",""litters and accessories"",""anti-odor and stain removers""]","Disinfettante per canili o gattili Fresh Pet, 4 x 5 l","disinfectant for canili either gattili Fresh Pet, 4 x 5 l",,,,,web_site,web_site,63.07632,OUT OF SCOPE
255347121,Italy,amazon,"[""Scarpe e borse"",""Prodotti per la pulizia e accessori"",""Spazzole per scarpe""]","[""shoes and bags"",""cleaning products and accessories"",""brushes for shoes""]",Spazzola Scarpe Brush Cleaner Boot lustrascarpe setole di suini della Spazzola con Il Manico di Legno Pulizia della Famiglia Tools & Accessori for la Pulizia Spazzole a Caso Spazzola camoscio Scarpe,brush shoes Brush Cleaner Boot lustrascarpe bristles of pigs of the brush with the wooden handle cleaning of the family Tools & accessories for the cleaning brushes a Caso brush chamois shoes,,,"- dimensioni: 11.2 * 4.5 * 3,7 centimetri / 4,41 * 1,77 * 1,46 pollici (l * w * h). - facile impugnatura di legno duro è robusto ed efficiente lucidatura. - usa, dopo che applica lo smalto di stivali","- dimensions: 11.2 * 4.5 * 3,7 centimeters / 4,41 * 1,77 * 1,46 inch (l * w * h). - easy to handle wooden it's hard sturdy and efficient polish. - usa, after that apply the nail varnish of boots and s",broom~swab~wool,broom,10.218816,OUT OF SCOPE
184906133,Italy,amazon,"[""Bellezza"",""Manicure e pedicure"",""Decorazioni per unghie"",""Solventi per smalto""]","[""beauty"",""mani pedi"",""nail decorations"",""solvents for enamel""]","Ganmaov Nail Polish Remover Wipes, Nail Cleaner Cover for Repairing Nails Barbs& Cracks Effective","Ganmaov Nail Polish Remover Wipes, Nail Cleaner Cover for Repairing Nails Barbs& Cracks Effective",,,"sturdy nails avoid rabbits: long-term use makes the nails firm, and the nails change and shine; at the same time, it acts as a barrier to reduce the damage of the chemical components on the nail polis","sturdy nails avoid rabbits: long-term use makes the nails firm, and the nails change and shine; at the same time, en acts as at barrier to reduce the damage of the chemical components on the nail poli",Band_Aid,Band_Aid,17.453376000000002,OUT OF SCOPE
95374072,Italy,amazon,"[""Salute e cura della persona"",""Igiene dentale"",""Pulizia interdentale"",""Filo interdentale""]","[""health and care of person"",""dental care"",""interdental cleaning"",""dental floss""]",Portal Cool 60 pz 0.6/0.7 MM Dental Slim Soft Spazzolino Interdentale Spazzola Orale Cura Tooth Pick Tooth Push-Pull Spazzolino Interdentale Igiene Orale N15: Giallo 1mm,Portal Cool 60 pz 0.6/0.7 MM Dental Slim Soft brush interdental brush oral care Tooth Pick Tooth Push-Pull brush interdental oral hygiene N15: yellow 1mm,,,categoria di prodotto tipo: igiene orale la quantitã  ha 1 in un pacchetto nessuna cancellazione dopo la spedizione le dimensioni e il colore sono come mostrato nell'immagine,category of product guy: oral hygiene la quantity has 1 in a package none cancellazione after shipping the dimensions e the color are as shown nell'image,ballpoint~carpenter's_kit~screwdriver,,30.385152,OUT OF SCOPE
89583618,Italy,amazon,"[""Bellezza"",""Accessori e strumenti di bellezza"",""Strumenti e accessori per trucco"",""Accessori per trucco viso""]","[""beauty"",""accessories and beauty tools"",""tools and makeup accessories"",""face makeup accessories""]","Jean Paul Gaultier Le Male Eau de Toilette, Uomo, 125 ml","Jean Paul Gaultier bad Eau de Toilette, mens, 125 ml",,,edt uomo 125 ml,edt mens 125 ml,measuring_cup~oil_filter~perfume,,70.616088,Men's Fragrances
83665661,Italy,amazon,"[""Bellezza"",""Fragranze e profumi"",""Uomo"",""Set""]","[""beauty"",""fragrances e scents"",""mens"",""Set""]",Hummer H2 Colonia per uomo di Hummer,Hummer H2 colony for men by Hummer,,,,,perfume,perfume,40.479624000000008,Men's Fragrances
220347265,Italy,amazon,"[""Bellezza"",""Cura della pelle"",""Viso"",""Detergenti ed esfolianti"",""Strisce per punti neri e impurità""]","[""beauty"",""skin care"",""face"",""detergents and exfoliants"",""strips for blackheads and impurities""]",SYXX Ricarica elettrica comedone Wash Pore Cleaner - Emorroidi comedone Aspirapolvere 4 Apparecchio elettronico dello strumento di bellezza Home To comedone elettrico Cleansing Export (Color : Gray),SYXX recharge power blackhead Wash Pore Cleaner - hemorrhoids blackhead vacuum cleaner 4 device electronic of the instrument of beauty Home To blackhead electric Cleansing Export (Color : Gray),,,"● materiale abs è atossico, igienico e rassicurante per usare. ● vuoto di aspirazione, 40kpa di potenza fornisce un forte assorbimento di comedone efficace, l'acne, aspirazione dell'olio e nessun dan","* abs material is non-toxic, hygienic and reassuring for use. * empty of aspiration, 40kpa of power provides a strong absorption of blackhead effective, l'acne, aspiration dell'oil and no damage for l",joystick~soap_dispenser~water_jug,,27.785232,OUT OF SCOPE
